APPLICATION_NUMBER,FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,ESTIMATEDCOST,REVISEDCOST,"EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
200406116161,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,18000,18000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,2452,12,3338,,WAWONA,ST,,,,,,,,,,,,,"BASEMENT INTERIOR REMODEL,NO ADDITIONAL AREA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      "
200406116163,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1000,1,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,5515,24,1639,,ALABAMA,ST,,,,,,,,,,,,,"TO RENEW PA#2001/10/03/9850 FOR FINAL INSP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
200406116165,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,17000,17000,APARTMENTS,,APARTMENTS,254,0253A,105,1177,,CALIFORNIA,ST,906,,,,,,,,,,,,"REPLACE (E) KITCHEN CABINETS/COUNTERS. REPLACE APPLIANCES. BATH VANITY, LINOLEUM, SHOWER TILES. NON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
200406116167,3,2004/06/11,2004/06/28,ISSUED,9,2004/12/28,10000,10000,"RETAIL SALES",,"RETAIL SALES",212,3514,40,148,,"SOUTH VAN NESS",AV,,,,9167887117,"WESTRIDGE BUILDERS, INC.","P.O. BOX 967",*,ROCKLIN,CA,95677,,,"FIRE ALARM,STROBES (LIFE SAFETY)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
200406116168,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1,1,APARTMENTS,,APARTMENTS,3,3598,55,80,,CUMBERLAND,ST,,,,,,,,,,,,,"RENEW#200010132922,200105169350,200110039829 FOR FINAL INSPECTION                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      "
200406116168,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1,1,APARTMENTS,,APARTMENTS,3,3598,55,84,,CUMBERLAND,ST,,,,,,,,,,,,,"RENEW#200010132922,200105169350,200110039829 FOR FINAL INSPECTION                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      "
200406116169,8,2004/06/11,2004/06/11,ISSUED,9,2005/06/11,50000,50000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,5976,16,636,,BURROWS,ST,,,,,,,,,,,,,"IN FILL BENEATH EXISTING SECOND FLOOR OVERHANG STRUCTURE NEW REAR G/F DECK MIS INTERIOR GROUND FLOOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     "
200406116170,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,20000,20000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,6464,33,85,,CURTIS,ST,,,,,,,,,,,,,"ADD TWO BEDROOMS, ONE STORAGE ROOM, ONE FULL BATH ON 1ST FLOOR PER PLAN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
200406116171,8,2004/06/11,2004/06/11,ISSUED,9,2005/06/11,50000,50000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,6178,48,424,,WILDE,AV,,,,,,,,,,,"DE JUN LIU",,"ADD (N) UTILITY RM EXERCISE RM BATHRM & 2 GUEST RMS ON GROUND FLOOR RELOCATE EXISTING BATHRM (N)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
200406116172,8,2004/06/11,2004/06/11,ISSUED,9,2005/06/11,36000,36000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,5557,8,14,,COSTA,ST,,,HUYNH,4154672729,"CHT PROPERTIES DEVELOPMENT",MORAGA,ST,"SAN FRANCISCO",CA,94122-0000,,,"REMODEL KITCHEN, BATHROOM, DRYROT ALONG SIDE & FRONT IN KIND CABINETS + FIXTURES ONLY                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
200406116177,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,800,800,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,860,6,408,,WALLER,ST,,,,3810788,"S F RENAISSANCE PAINTING",RICHARDSON,,"MILL VALLEY",CA,94941-0000,,,"REPAIR FRONT STAIRCASE. REPLACE ROTTED SINDLES + RAIL, THREADS.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      "
200406116179,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,3000,3000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",,2165,24,2078,,46TH,AV,,,,4157227977,"CHOI'S CONSTRUCTION CO.","2143 ALEMANY BLVD.",*,"SAN FRANCISCO",CA,94112,,,"REROOFING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  "
200406116180,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,12000,12000,"RETAIL SALES",,"RETAIL SALES",0,6083,32,4625,,MISSION,ST,,,,,,,,,,,"WILLIAM DUFF ARCH 101 HOWARD,SF,CA94103",4153710900,"T.I. ON GRD FL.FINISH&FURNISH W/ FIXTURES,SLATWALL MOUNT,PAINT,CARPET,SEC SHUTTER,TV MOUNT.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        "
200406116181,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1,1,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,2944A,3,179,,"DEL VALE",AV,,,,,,,,,,,,,"RTO CLARIFY PERMIT#200403128459. BATHROOM @ BASEMENT PER APPROVED PLAN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
200406116183,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,5000,5000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",,6995,2,487,,VERNON,ST,,,,4154311060,"JAMES V YOUNG","2929 MARKET STREET",*,"SAN FRANCISCO",CA,94114,,,"REROOFING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       "
200406116187,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,400,400,APARTMENTS,,APARTMENTS,4,1103,83,42,,"TERRA VISTA",AV,2,,BLACKFORD,4154370850,"BLACKFORD CONSTRUCTION",03RD,,"SAN FRANCISCO",CA,94107-0000,,,"REPAIR/REPLACE 2 4X4 POSTS AT FRONT STAIR/DECK REPAIR #4. COMPLY N.O.V #200449380                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
200406116192,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,20000,20000,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,584,4,2602,,PACIFIC,AV,,,,6506340383,"G & M CO.","26 CHENERY ST.",*,"SAN FRANCISCO",CA,94131,,,"DRYROT DEMOLITION REPAIR FRONT RIGHT BASEMENT WALL. S/E CORNER BLDG. REPLACE SIDING TO MATCH (E).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              "
200406116194,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1,1,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,7109,2,5706,,MISSION,ST,,,LIAO,4152398813,"STEVEN LIAO CONSTRUCTION COMPANY",VELASCO,AV,"SAN FRANCISCO",CA,94134-0000,,,"RENEW PA 200110231511- FOR FINAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              "
200406116195,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1500,1500,APARTMENTS,,APARTMENTS,6,2652,1,106,,ORD,ST,,,RIVERA,4153147404,"RIVERA CONSTRUCTION"," SOUTH VAN NESS",AV,"SAN FRANCISCO",CA,94110,,,"REPAIR FRONT STAIRS LESS THAN 50 PERCENT SIX STEPS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
200406116195,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1500,1500,APARTMENTS,,APARTMENTS,6,2652,1,108,,ORD,ST,,,RIVERA,4153147404,"RIVERA CONSTRUCTION"," SOUTH VAN NESS",AV,"SAN FRANCISCO",CA,94110,,,"REPAIR FRONT STAIRS LESS THAN 50 PERCENT SIX STEPS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
200406116196,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,5800,5800,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",,2955A,6,426,,TERESITA,BL,,,KIM,4156212727,"ASAP ROOFING",CLEMENT,ST,"SAN FRANCISCO",CA,94121-0000,,,"REROOFING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               "
200406116197,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,3000,3000,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,1292,5,1225,,CLAYTON,ST,,,LANNOYE,6268868,"NOVA DESIGN BUILDS INC",KANSAS,ST,"SAN FRANCISCO",CA,94103-0000,,,"NEW DECK AT REAR YARD                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                "
200406116197,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,3000,3000,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,1292,5,1227,,CLAYTON,ST,,,LANNOYE,6268868,"NOVA DESIGN BUILDS INC",KANSAS,ST,"SAN FRANCISCO",CA,94103-0000,,,"NEW DECK AT REAR YARD                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                "
200406116199,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1,1,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,4224,49,1087,,MISSISSIPPI,ST,,,LANNOYE,6268868,"NOVA DESIGN BUILDS INC",KANSAS,ST,"SAN FRANCISCO",CA,94103-0000,,,"SIDE WALLS CLARIFICATION FOR PERMIT APP #200211212068/R-3/USE PAINTED P.T/ PLYWOOD AT BLIND WALLS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           "
200406116202,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1500,1500,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,6768,33,49,,JOOST,AV,,,RIVERA,4153147404,"RIVERA CONSTRUCTION"," SOUTH VAN NESS",AV,"SAN FRANCISCO",CA,94110,,,"REPAIR SIDING AT WEST END OF BUILDING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
200406116205,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,25000,25000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,2745,41,429,,BURNETT,AV,,,SZENTKUYI,4155312315,"SHANDOR SZENTKUTI CONSTRUCTION",PACIFIC,AV,PACIFIC,CA,94044-0000,,,"REMOVE SHEETROCK FOR WIRING & INSULATION,INSULATE REINSTALL.REMOVE (E)DECKING & REPLACE W/TILE ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              "
200406116206,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1800,1800,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,3606,55,264,,LIBERTY,ST,,,FAY,4152984338,INTERWOVEN,MIRAMAR,AV,"SAN FRANCISCO",CA,94112-0000,,,"ADD FLOOR JOISTS TO EXISTING MEMBERS PER STRUCTURAL ENGINEERS, SPECIFICATION UNDER THE 2ND FLOOR BAT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     "
200406116210,3,2004/06/11,2004/06/22,ISSUED,9,2004/12/22,17000,8000,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,6594,18,166,,DUNCAN,ST,,,,,,,,,,,,,"COMPLY AT 3-R REPORT #3R-4018                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
200406116213,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,25000,25000,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,1028,30,2762,,PINE,ST,,,,,,,,,,,"LEWIS BUTLER @ BUTLER ARMSDEN ARCH",,"KITCHEN REMODEL AND NON STRUCTURAL WALL RELOCATION @ KITCHEN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
200406116214,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,13000,13000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,7019,43,82,,BRIGHTON,AV,,,LIAO,4152398813,"STEVEN LIAO CONSTRUCTION COMPANY",VELASCO,AV,"SAN FRANCISCO",CA,94134-0000,,,"REPLACE DRYROT @FRONT STAIR & FRONT PORCH.REMOVE INTERIOR PLASTER,INSTALL INSULATION NEW SHEETROCK &                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
200406116215,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,25000,25000,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,3598,43,27,,CUMBERLAND,ST,,,,,,,,,,,"SANDRA B. JIMINEZ 71 HAIGHT ST SF",,"REMODEL EXISTING BATHROOM, WATER CLOSET, & KITCHEN, EXISTING BATHROOM WILL HAVE A WATERCLOSET (E) WI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    "
200406116216,8,2004/06/11,2004/06/11,ISSUED,9,2005/06/11,55000,55000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,1352,27,8,,07TH,AV,,,,,,,,,,,"L.A. PAUL AIA",9229285,"ENCLOSE EXTG FRONT ENTRY AS FILL-IN BELOW 2ND FLOOR/REMOVE EXTG GLASS FACADE &  REPLACE WITH NEW WNW                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       "
200406116217,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,200,200,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,6953,19,130,,ONONDAGA,AV,,,,,,,,,,,,,"INSTALL FIRE PROOF DOOR PER NOV 200450445 SOLID CORE 1- 3/8""CLOSER BETWEEN GARAGE/STORAGE/PLAYROOM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               "
200406116218,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,5000,5000,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,6551,7,1290,,DOLORES,ST,,,,,,,,,,,"JOHN LUM ARCHITECT",,"REVISE TO (E) APP #200308152218 REMOVAL OF (E) 4TH FLOOR @ TOP OF STAIRS REPLACEMENT OF DOORS REMOVE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
200406116218,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,5000,5000,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,6551,7,1292,,DOLORES,ST,,,,,,,,,,,"JOHN LUM ARCHITECT",,"REVISE TO (E) APP #200308152218 REMOVAL OF (E) 4TH FLOOR @ TOP OF STAIRS REPLACEMENT OF DOORS REMOVE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
200406116219,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1000,1000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,6279,7,638,,ATHENS,ST,,,,,,,,,,,,,"SOFT DEMO,REMOVE LATHE & PLASTER WALLS,REPLACE WITH DRYWALL,TOTAL WORK IS 50% OF HOUSE.NON STRUCTURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          "
200406116221,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,6500,6500,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",,1764,5,1323,,09TH,AV,,,,4153867878,"EXCELLENT TECHNICAL  ROOFING","1378 HILLCREST BLVD",,MILLBRAE,CA,94030-0000,,,"REROOFING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
200406116223,8,2004/06/11,2004/06/11,ISSUED,9,2005/06/11,200000,200000,OFFICE,,OFFICE,0,3731,95,1025,,HOWARD,ST,,,,5106587225,"BAY CONSTRUCTION CO","4026  MARTIN LUTHER DR",*,OAKLAND,CA,94609-0000,,,"RENEW APPL#200311049327                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                "
200406116223,8,2004/06/11,2004/06/11,ISSUED,9,2005/06/11,200000,200000,OFFICE,,OFFICE,0,3731,95,30,,HARRIET,ST,,,,5106587225,"BAY CONSTRUCTION CO","4026  MARTIN LUTHER DR",*,OAKLAND,CA,94609-0000,,,"RENEW APPL#200311049327                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
200406116225,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,300,300,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,6443,33,49,,SEVILLE,ST,,,,,,,,,,,,,"REPAIR DRY ROT ON FRONT OF BAY WINDOW REPAIR SIN KIND- APPROX 30 SQ FT MAX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
200406116226,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1,1,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,592,14,1935,,PACIFIC,AV,,,LEWIS,8267200,"ROBERT B LEWIS CONST.","1731 25TH AVE",,"SAN FRAMCISCO",CA,94122,,,"REV#200210088471 S1.. REDUCED DEPTH OF ADDITION FROM 14' TO12' . REVISED REAR ELEVATION TO SHOW 2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                "
200406116228,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,15000,15000,APARTMENTS,,APARTMENTS,3,3534,13,188,,GUERRERO,ST,,,LEWIS,7132298,"DONALD LEWIS GEN. CONTR.INC.",PIERCE,ST,"SAN FRANCISCO",CA,94117-0000,,,"REMODEL KITCHEN 1 BOTH IN KIND. INSTALL NEW CABS, COUNTERS TILE -NO TRUCTURAL WORK- ALL WORK IN TOP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
200406116229,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,15000,15000,OFFICE,,OFFICE,0,3722,1,118,,02ND,ST,,,,,,,,,,,"LEWIS  D. GOLD",,"OTI-1(6TH FL.) ME                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
200406116230,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,4000,4000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,2385,5,2431,,40TH,AV,,,,,,,,,,,"DAVID HUNG",,"REVISION TO PA 200208204456, REVISING BATHRM FROM FULL TO 1/2 BATH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     "
200406116234,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1,1,APARTMENTS,,APARTMENTS,3,1228,15,1919,,PAGE,ST,,,,,,,,,,,,,"TO RENEW FOR FINAL PA 200306268105-200306096627-200306126943                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    "
200406116234,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1,1,APARTMENTS,,APARTMENTS,3,1228,15,1921,,PAGE,ST,,,,,,,,,,,,,"TO RENEW FOR FINAL PA 200306268105-200306096627-200306126943                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    "
200406116234,8,2004/06/11,2004/06/11,ISSUED,9,2004/10/11,1,1,APARTMENTS,,APARTMENTS,3,1228,15,1923,,PAGE,ST,,,,,,,,,,,,,"TO RENEW FOR FINAL PA 200306268105-200306096627-200306126943                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    "
200406116235,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,18000,18000,"PRKNG GARAGE/PRIVATE",,"PRKNG GARAGE/PRIVATE",3,3549,66,77,,SHOTWELL,ST,,,,4157169292,"G C ELECTRIC",CORA,ST,"SAN FRANCISCO",CA,94134-0000,,,"INSTALL FIRE ALARM SYSTEM, ONE PULL STATION, 4 HORN/STROKE, 1 SMOKE DETECTION, 1 HEST DETECTION, 14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
200406116235,8,2004/06/11,2004/06/11,ISSUED,9,2004/12/11,18000,18000,"PRKNG GARAGE/PRIVATE",,"PRKNG GARAGE/PRIVATE",3,3549,66,79,,SHOTWELL,ST,,,,4157169292,"G C ELECTRIC",CORA,ST,"SAN FRANCISCO",CA,94134-0000,,,"INSTALL FIRE ALARM SYSTEM, ONE PULL STATION, 4 HORN/STROKE, 1 SMOKE DETECTION, 1 HEST DETECTION, 14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
